time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1696508929659391200,153.18839111328126,10,20,6.708983898162842,3.9000000953674316,1.4063910245895386,1.9084460735321045,40.80000305175781,25.5147259,65.0689861
1696508929754000000,153.28299975585938,0,0,4.325458526611328,3.9230000972747803,1.411301851272583,1.919982671737671,40.80000305175781,25.514728,65.0689883
1696508930647364600,154.17636450195312,10,20,4.334392070770264,3.9200000762939453,1.4232367277145386,1.8305233716964722,40.80000305175781,25.5147339,65.0690022
1696508931654297600,155.18329760742188,10,20,4.344461441040039,3.9200000762939453,1.4322665929794312,1.3118746280670166,40.80000305175781,25.5147419,65.0690171
1696508932619025000,156.14802490234376,10,20,4.354108810424805,3.9200000762939453,1.44282066822052,1.4181605577468872,40.80000305175781,25.5147508,65.0690318
1696508933647061200,157.17606127929687,10,20,4.364388942718506,3.9200000762939453,1.448133111000061,1.5372111797332764,40.80000305175781,25.5147587,65.0690463
1696508934656116700,158.18511669921875,10,20,4.3744797706604,3.9200000762939453,1.4568805694580078,1.5907295942306519,40.80000305175781,25.5147601,65.0690614
1696508934797000000,158.326,0,0,4.131558418273926,3.934999942779541,1.4568878412246704,1.5936492681503296,40.80000305175781,25.5147604,65.0690632
1696508935673927400,159.20292749023437,10,20,4.1403279304504395,3.934999942779541,1.46414315700531,1.6588705778121948,40.80000305175781,25.5147633,65.0690763
1696508936648593400,160.17759350585936,10,20,4.150074481964111,3.930000066757202,1.4636406898498535,1.780036211013794,40.80000305175781,25.5147679,65.0690891
1696508937635383300,161.16438330078125,10,20,4.159942150115967,3.934999942779541,1.4675893783569336,1.973416805267334,40.80000305175781,25.5147754,65.0691029
1696508938656231200,162.1852312011719,10,20,4.1701507568359375,3.934999942779541,1.4633556604385376,1.0436122417449951,40.80000305175781,25.5147804,65.0691157
1696508939653785900,163.18278588867187,10,20,4.180126190185547,3.930000066757202,1.462043285369873,1.0426357984542847,40.80000305175781,25.5147856,65.0691286
1696508939746000000,163.27499975585937,0,0,8.86207103729248,3.9489998817443848,1.4596949815750122,1.0770419836044312,40.80000305175781,25.5147873,65.0691293
1696508940638107400,164.167107421875,10,20,8.870991706848145,3.9189999103546143,1.4517076015472412,1.0055428743362427,40.80000305175781,25.5147901,65.0691394
1696508941658133000,165.18713305664062,10,20,8.881192207336426,3.9230000972747803,1.4439584016799927,0.7954076528549194,40.80000305175781,25.5147879,65.0691512
1696508942633923600,166.16292358398437,10,20,8.890950202941895,3.9189999103546143,1.4318821430206299,0.7874829173088074,40.80000305175781,25.5147862,65.0691614
